Facility Name,CMS Certification Number (CCN),Alternate CCN 1,Alternate CCN 2,Address 1,Address 2,City,State,Zip Code,Network,Hemoglobin 12 g/dL Measure Score,Hemoglobin 12 g/dL Performance Period Rate,Number of Patients Included in Hemoglobin Measure Score Performance Period,Hemoglobin 12 g/dL Baseline Period Rate,Number of Patients Included in Hemoglobin Measure Score Baseline Period,Hemoglobin 12 g/dL Performance Score Applied,Kt/V Adult Hemodialysis Measure Score,Kt/V Adult Hemodialysis Performance Period Rate,Number of Patients Included in Kt/V Adult Hemodialysis  Measure Score Performance Period,Number of Kt/V Adult Hemodialysis Patient Months Performance Period,Kt/V Adult Hemodialysis Baseline Period Rate,Number of Kt/V Adult Hemodialysis  Patient Months Baseline Period,Kt/V Adult Hemodialysis Performance Score Applied,Kt/V Adult Peritoneal Dialysis Measure Score,Kt/V Adult Peritoneal Dialysis Performance Period Rate,Number of Patients Included in Kt/V Adult Peritoneal Dialysis Measure Score  Performance Period,Number of Kt/V Adult Peritoneal Dialysis Patient Months Performance Period,Kt/V Adult Peritoneal Dialysis Baseline Period Rate,Number of Kt/V Adult Peritoneal Dialysis Patient Months Baseline Period,Kt/V Adult Peritoneal Dialysis Performance Score Applied,Kt/V Pediatric Hemodialysis Measure Score,Kt/V Pediatric Hemodialysis Performance Period Rate,Number of Patients Included in Kt/V Pediatric Hemodialysis  Measure Score Performance Period,Number of Kt/V Pediatric Hemodialysis Patient Months Performance Period,Kt/V Pediatric Hemodialysis Baseline Period Rate,Number of Kt/V Pediatric Hemodialysis Patient Months Baseline Period,Kt/V Pediatric Hemodialysis Performance Score Applied,Kt/V Dialysis Adequacy Combined Measure Score,Fistula Measure Score,Fistula Performance Period Rate,Number of Patients Included in Fistula Measure Score  Performance Period,Number of Fistula Patient Months Performance Period,Fistula Baseline Period Rate,Number of Fistula Patient Months Baseline Period,Fistula Performance Score Applied,Catheter Measure Score,Catheter Performance Period Rate,Number of  Patients Included in Catheter Measure Score Performance Period,Number of Catheter Patient Months Performance Period,Catheter Baseline Period Rate,Number of Catheter Patient Months Baseline Period,Catheter Performance Score Applied,Vascular Access Combined Measure Score,Hypercalcemia Measure Score,Hypercalcemia Performance Period Rate,Number of  Patients Included in Hypercalcemia Measure Score Performance Period,Number of Hypercalcemia Patient Months Performance Period,Hypercalcemia Baseline Period Rate,Number of Hypercalcemia Patient Months Baseline Period,Hypercalcemia Performance Score Applied,NHSN Measure Score,NHSN Performance Period  Rate,Total number of eligible NHSN Patients,ICH CAHPS Admin Score,Mineral Metabolism Reporting Score,Anemia Management Reporting Score,Total Performance Score,PY2016 Payment Reduction Percentage,CMS Certification Date,"Ownership as of December 31, 2013",Date of ownership record update
062558 KIDNEY CENTER OF WESTMINSTER (ARA),062558,,,8410 DECATUR ST STE 200,,WESTMINSTER,CO,80031,15,10,0%,64,0%,64,Achievement,10,99%,87,737,98%,662,Achievement,6,84%,14,131,76%,157,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,9,10,82%,80,834,90%,746,Achievement,5,12%,84,777,2%,698,Achievement,7,8,1%,153,1280,2%,1578,Achievement,6,0.613,156,10,10,10,85,No Reduction,08/26/2008,AMERICAN RENAL ASSOCIATES,07/16/2014
062559 NORTH METRO DENVER DIALYSIS (DVA),062559,,,12365 HURON ST STE 500,,WESTMINSTER,CO,80234,15,10,0%,19,0%,23,Achievement,8,96%,36,270,98%,276,Achievement,9,93%,17,123,93%,81,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,9,75%,31,301,69%,278,Achievement,10,2%,32,284,7%,252,Achievement,10,6,2%,73,587,1%,641,Achievement,0,2.123,73,10,10,10,76,No Reduction,07/07/2008,DAVITA,07/08/2008
062560 LIBERTY DIALYSIS - PUEBLO,062560,,,850 EAGLERIDGE BLVD,,PUEBLO,CO,81008,15,10,0%,21,0%,19,Achievement,10,99%,33,290,100%,284,Achievement,N/A,Insufficient data,8,61,Insufficient data,43,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,6,65%,29,296,59%,290,Achievement,6,9%,31,276,8%,280,Achievement,6,10,0%,65,504,2%,525,Achievement,5,0.937,60,10,9,10,85,No Reduction,12/17/2008,LIBERTY DIALYSIS HAWAII,09/02/2011
062561 NORTH COLORADO SPRINGS DIALYSIS (DVA),062561,,,6071 E WOODMEN RD STE 100/120,,COLORADO SPRINGS,CO,80923,15,10,0%,15,0%,12,Achievement,7,94%,36,199,82%,148,Achievement,N/A,Insufficient data,5,20,Insufficient data,33,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,7,10,77%,22,206,67%,175,Achievement,6,9%,24,173,13%,152,Achievement,8,6,2%,27,205,0%,181,Achievement,6,0.622,65,N/A,6,10,76,No Reduction,12/24/2008,DAVITA,12/25/2008
062562 PARKER DIALYSIS (DVA),062562,,,10371 S PARK GLENN WAY STE 180,,PARKER,CO,80138,15,10,0%,25,5%,20,Achievement,6,93%,38,207,84%,200,Achievement,8,91%,13,117,96%,57,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,7,8,72%,24,242,74%,207,Achievement,10,1%,25,214,4%,184,Achievement,9,6,2%,66,469,0%,442,Achievement,1,1.673,97,10,7,10,72,No Reduction,01/14/2009,DAVITA,01/15/2009
062563 LIBERTY DIALYSIS - COLORADO SPRINGS NORTH (FMC),062563,,,2180 HOLLOWBROOK DR,,COLORADO SPRINGS,CO,80918,15,10,0%,27,0%,29,Achievement,9,97%,59,422,93%,362,Achievement,N/A,Insufficient data,2,2,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,9,10,84%,41,423,84%,370,Achievement,10,1%,44,386,5%,329,Achievement,10,10,0%,50,394,0%,358,Achievement,6,0.791,98,10,9,10,91,No Reduction,05/23/2009,LIBERTY DIALYSIS HAWAII,07/24/2014
062564 LIBERTY DIALYSIS - COLORADO SPRINGS SOUTH (FMC),062564,,,2508 AIRPORT RD,,COLORADO SPRINGS,CO,80909,15,10,0%,39,0%,32,Achievement,9,97%,72,574,96%,462,Achievement,N/A,Insufficient data,6,25,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,9,5,64%,63,606,60%,488,Achievement,5,12%,65,544,7%,433,Achievement,5,8,1%,91,674,1%,593,Achievement,0,2.221,128,10,6,7,66,No Reduction,04/27/2009,LIBERTY DIALYSIS HAWAII,04/28/2009
CLOSED - 062565 LIBERTY DIALYSIS - CASTLE ROCK (FMC),062565,,,4352 TRAILBOSS DR,,CASTLE ROCK,CO,80104,15,N/A,Insufficient data,5,0%,11,N/A,10,99%,12,91,92%,106,Achievement,N/A,Insufficient data,2,2,Insufficient data,41,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,N/A,Insufficient data,7,84,63%,108,N/A,N/A,Insufficient data,9,86,12%,84,N/A,N/A,N/A,Insufficient data,9,84,7%,171,N/A,10,0,21,N/A,9,10,99,No Reduction,06/01/2009,LIBERTY DIALYSIS HAWAII,04/15/2015
062566 LIBERTY DIALYSIS COLORADO SPRINGS CENTRAL (FMC),062566,,,1910 E LELARAY ST,,COLORADO SPRINGS,CO,80909,15,10,0%,66,0%,67,Achievement,9,97%,88,739,93%,653,Achievement,6,85%,40,339,64%,411,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,6,67%,73,764,67%,662,Achievement,8,6%,78,717,9%,640,Achievement,7,8,1%,158,1294,3%,995,Achievement,6,0.727,161,10,3,8,76,No Reduction,01/20/2010,LIBERTY DIALYSIS HAWAII,07/22/2014
062567 MESA COUNTY DIALYSIS (DVA),062567,,,561 25 ROAD STE D,,GRAND JUNCTION,CO,81505,15,0,10%,19,0%,16,Achievement,5,92%,25,194,93%,234,Achievement,9,93%,21,175,93%,129,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,7,5,64%,22,237,51%,236,Achievement,9,3%,23,223,12%,212,Achievement,7,10,0%,58,432,0%,467,Achievement,0,2.194,49,N/A,10,9,57,No Reduction,06/15/2010,DAVITA,06/16/2010
062568 PUEBLO WEST DIALYSIS (FMC),062568,,,73 N ASPEN SKI WAY,,PUEBLO WEST,CO,81007,15,10,0%,13,0%,13,Achievement,5,92%,23,178,90%,178,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,5,6,67%,17,187,70%,167,Achievement,7,8%,18,182,4%,147,Achievement,7,0,6%,27,232,4%,229,Achievement,7,0.502,43,N/A,9,10,70,No Reduction,09/15/2010,FRESENIUS MEDICAL CARE,09/16/2010
062569 BLACK CANYON DIALYSIS (DVA),062569,,,3421 S RIO GRANDE STE D,,MONTROSE,CO,81401,15,N/A,Insufficient data,9,Insufficient data,9,N/A,8,95%,31,211,95%,177,Achievement,N/A,Insufficient data,2,13,Insufficient data,12,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,10,86%,22,219,82%,163,Achievement,6,10%,21,200,12%,162,Achievement,8,6,2%,35,281,1%,254,Achievement,0,5.610,48,10,10,10,66,No Reduction,10/15/2010,DAVITA,10/16/2010
062570 KIDNEY CENTER OF BEAR CREEK (ARA),062570,,,11058 WEST JEWELL AVE,,LAKEWOOD,CO,80232,15,10,0%,11,0%,11,Achievement,10,100%,22,165,99%,173,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,10,86%,16,168,72%,171,Achievement,9,4%,18,157,13%,151,Achievement,9,10,0%,39,268,0%,280,Achievement,5,0.934,55,10,10,10,90,No Reduction,06/13/2011,AMERICAN RENAL ASSOCIATES,06/14/2011
062571 THORNTON KIDNEY CENTER LLC  (ARA),062571,,,8451 PEARL STREET,,THORNTON,CO,80229,15,10,0%,12,0%,16,Achievement,8,95%,27,149,94%,143,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,10,79%,19,167,66%,164,Achievement,3,15%,21,138,16%,134,Achievement,6,8,1%,45,355,0%,315,Achievement,1,1.683,84,10,8,10,72,No Reduction,10/12/2011,AMERICAN RENAL ASSOCIATES,07/16/2014
062572 SOUTHWEST DENVER DIALYSIS (DVA),062572,,,8601 W CROSS DR SUITE C2,,DENVER,CO,80123,15,10,0%,22,0%,16,Achievement,8,95%,34,186,96%,141,Achievement,10,96%,20,158,97%,107,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,9,10,83%,22,183,80%,160,Achievement,10,2%,23,162,4%,124,Achievement,10,10,0%,59,437,2%,405,Achievement,5,0.912,66,10,9,9,89,No Reduction,11/23/2011,DAVITA,11/24/2011
062573 KIDNEY CENTER ON MAIN (ARA),062573,,,2144 MAIN ST STE 2,,LONGMONT,CO,80501,15,10,0%,16,0%,15,Achievement,9,97%,27,250,96%,260,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,9,10,82%,26,266,85%,266,Achievement,7,7%,27,247,8%,243,Achievement,8,8,1%,35,287,0%,329,Achievement,0,3.544,45,10,10,10,77,No Reduction,03/16/2012,AMERICAN RENAL ASSOCIATES,07/21/2014
062574 RED HAWK DIALYSIS (DVA),062574,,,4348 WOODLAND BLVD STE 131,,CASTLE ROCK,CO,80104,15,N/A,Insufficient data,6,Insufficient data,4,N/A,1,86%,17,67,85%,54,Achievement,N/A,Insufficient data,4,25,Insufficient data,32,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,1,N/A,Insufficient data,9,64,Insufficient data,47,N/A,N/A,Insufficient data,9,46,Insufficient data,42,N/A,N/A,6,2%,18,102,1%,98,Achievement,3,1.349,32,N/A,10,10,48,0.5%,05/03/2012,DAVITA,05/03/2012
062575 PAVILION DIALYSIS (FMC),062575,,,723 DELAWARE ST #M105,,DENVER,CO,80204,15,10,0%,22,Insufficient data,9,Achievement,7,93%,52,354,79%,126,Improvement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,7,10,77%,37,368,69%,124,Achievement,7,7%,38,314,13%,92,Achievement,8,6,2%,80,593,0%,227,Achievement,0,2.125,118,10,7,10,69,No Reduction,05/02/2012,FRESENIUS MEDICAL CARE,07/22/2014
062576 SABLE DIALYSIS (DVA),062576,,,509 N SABLE BLVD,,AURORA,CO,80011,15,10,0%,43,0%,29,Achievement,6,93%,74,481,94%,303,Achievement,N/A,Insufficient data,10,61,Insufficient data,58,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,6,8,73%,56,549,74%,348,Achievement,6,10%,56,490,9%,277,Achievement,7,10,0%,115,846,0%,662,Achievement,5,0.874,156,10,10,10,81,No Reduction,05/04/2012,DAVITA,05/05/2012
062577 NORTHEASTERN COLORADO DIALYSIS (DVA),062577,,,603 HOLLY DRIVE,,STERLING,CO,80751,15,10,0%,33,0%,32,Achievement,10,98%,46,363,96%,338,Achievement,N/A,Insufficient data,9,87,83%,89,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,8,73%,35,369,71%,370,Achievement,7,8%,37,353,9%,351,Achievement,7,10,0%,56,456,1%,479,Achievement,0,2.271,64,10,10,10,79,No Reduction,04/03/1995,NOT A CHAIN,02/02/2012
062578 -  WEST HAMPDEN DIALYSIS (FMC),062578,,,750 WEST HAMPDEN AVE #110,,ENGLEWOOD,CO,80110,15,N/A,Insufficient data,4,Insufficient data,7,N/A,N/A,Insufficient data,8,31,57%,51,N/A,N/A,Insufficient data,8,57,Insufficient data,34,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,N/A,Insufficient data,3,25,Insufficient data,44,N/A,N/A,Insufficient data,4,26,Insufficient data,27,N/A,N/A,10,0%,16,109,0%,83,Achievement,10,0,21,N/A,7,8,94,No Reduction,12/14/2012,FRESENIUS MEDICAL CARE,12/12/2012
062579 - LOVELAND CENTRAL DIALYSIS (DVA),062579,,,1453 N DENVER AVE,,LOVELAND,CO,80538,15,10,0%,15,Insufficient data,6,Achievement,6,93%,33,140,88%,74,Achievement,N/A,Insufficient data,3,17,Insufficient data,12,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,6,10,77%,16,136,Insufficient data,68,Achievement,2,17%,18,109,Insufficient data,41,Achievement,6,10,0%,24,144,0%,106,Achievement,0,6.967,60,N/A,9,10,70,No Reduction,01/28/2013,DAVITA,12/15/2012
062580 NORTHERN COLORADO HOME THERAPY DIALYSIS (FMC),062580,,,5285 MCWHINNEY BLVD #190,,LOVELAND,CO,80538,15,10,0%,13,Insufficient data,3,Achievement,N/A,Insufficient data,1,12,Insufficient data,4,N/A,7,86%,25,193,74%,46,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,7,N/A,Insufficient data,3,31,Insufficient data,4,N/A,N/A,Insufficient data,3,27,Insufficient data,1,N/A,N/A,10,0%,42,303,0%,53,Achievement,N/A,Insufficient data,0,N/A,1,5,74,No Reduction,06/12/2013,FRESENIUS MEDICAL CARE,05/01/2013
062581 KIDNEY CENTER OF NORTHRIDGE (ARA),062581,,,"1865 W 121ST AVE, STE 300C",,WESTMINSTER,CO,80234,15,N/A,Insufficient data,6,Insufficient data,0,N/A,10,100%,14,64,Insufficient data,1,Achievement,N/A,Insufficient data,3,21,Insufficient data,8,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,4,59%,11,88,Insufficient data,0,Achievement,0,25%,12,59,Insufficient data,0,Achievement,2,6,2%,31,193,Insufficient data,20,Achievement,4,1.053,30,10,9,10,65,No Reduction,08/23/2013,AMERICAN RENAL ASSOCIATES,08/23/2013
062582 - WEST LAKEWOOD DIALYSIS CENTER (DVA),062582,,,"11700 W 2ND PL, STE 325",,LAKEWOOD,CO,80228,15,N/A,Insufficient data,4,Insufficient data,0,N/A,8,96%,13,59,Insufficient data,3,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,N/A,Insufficient data,8,63,Insufficient data,0,N/A,N/A,Insufficient data,9,39,Insufficient data,0,N/A,N/A,10,0%,11,64,Insufficient data,0,Achievement,0,3.212,35,N/A,10,10,66,No Reduction,12/04/2013,DAVITA,07/23/2014
062583 PARKER KIDNEY CENTER (ARA),062583,,,18320 E COTTONWOOD DR STE C,,PARKER,CO,80138,15,N/A,Insufficient data,8,Insufficient data,0,N/A,10,99%,15,105,Insufficient data,2,Achievement,N/A,Insufficient data,5,30,Insufficient data,1,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,4,61%,13,113,Insufficient data,0,Achievement,6,10%,12,78,Insufficient data,0,Achievement,5,0,9%,26,181,Insufficient data,0,Achievement,10,0,36,10,7,10,74,No Reduction,12/18/2013,AMERICAN RENAL ASSOCIATES,07/22/2014
062584 SOUTH DENVER DIALYSIS (FMC),062584,,,3410 S GALENA ST SUITE 100,,DENVER,CO,80231,15,N/A,Insufficient data,3,Insufficient data,0,N/A,N/A,Insufficient data,8,28,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,N/A,Insufficient data,4,24,Insufficient data,0,N/A,N/A,Insufficient data,3,11,Insufficient data,0,N/A,N/A,N/A,Insufficient data,5,23,Insufficient data,0,N/A,N/A,N/A,16,N/A,10,10,No Score Calculated,No Reduction,04/30/2014,FRESENIUS MEDICAL CARE,07/11/2014
062585 NORTH GREELEY DIALYSIS (FMC),062585,,,1212 9TH ST,,GREELEY,CO,80631,15,N/A,Insufficient data,0,Insufficient data,0,N/A,1,86%,30,70,Insufficient data,0,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,1,N/A,Insufficient data,3,12,Insufficient data,0,N/A,N/A,Insufficient data,3,3,Insufficient data,0,N/A,N/A,N/A,Insufficient data,3,6,Insufficient data,0,N/A,N/A,N/A,39,N/A,N/A,N/A,No Score Calculated,No Reduction,09/17/2014,FRESENIUS MEDICAL CARE,09/17/2014
062586 GREELEY DIALYSIS (DVA),062586,,,2812 W 10TH ST,,GREELEY,CO,80634,15,N/A,Insufficient data,0,Insufficient data,0,N/A,N/A,Insufficient data,6,15,Insufficient data,0,N/A,N/A,Insufficient data,1,2,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,N/A,Insufficient data,5,10,Insufficient data,0,N/A,N/A,N/A,19,N/A,N/A,N/A,No Score Calculated,No Reduction,10/24/2014,OTHER,10/24/2014
063301 THE CHILDRENS HOSPITAL KIDNEY CTR.,063301,062311,,13123 E 16TH AVE #328,,AURORA,CO,80045,15,N/A,Insufficient data,1,Insufficient data,0,N/A,N/A,Insufficient data,1,10,Insufficient data,4,N/A,N/A,Insufficient data,0,0,Insufficient data,2,N/A,N/A,Insufficient data,3,30,Insufficient data,33,N/A,N/A,N/A,Insufficient data,1,10,Insufficient data,0,N/A,N/A,Insufficient data,1,10,Insufficient data,0,N/A,N/A,N/A,Insufficient data,4,26,Insufficient data,29,N/A,2,1.593,14,N/A,10,10,40,1.0%,02/02/1992,NOT A CHAIN,01/01/2009
HARTFORD HOSPITAL,070025,072307,,"80 SEYMOUR STREET, JB8",,HARTFORD,CT,06102,1,2,4%,118,5%,127,Improvement,10,99%,142,1356,99%,1376,Achievement,N/A,Insufficient data,6,30,Insufficient data,33,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,2,54%,126,1391,57%,1432,Achievement,0,20%,129,1351,14%,1364,Achievement,1,8,1%,100,199,1%,1108,Achievement,N/A,N/A,N/A,10,10,10,62,No Reduction,08/25/1977,NOT A CHAIN,07/18/2002
BRIDGEPORT DIALYSIS,072501,,,900 MADISON AVENUE,,BRIDGEPORT,CT,06606,1,0,3%,213,3%,206,Achievement,8,96%,214,1927,96%,1849,Achievement,10,97%,60,514,93%,511,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,3,56%,188,1967,57%,1890,Achievement,6,9%,201,1836,6%,1809,Achievement,5,8,1%,324,2744,0%,3322,Achievement,6,0.628,355,10,10,10,64,No Reduction,08/25/1977,DAVITA,01/02/2007
STAMFORD DIALYSIS,072504,,,30 COMMERCE ROAD,,STAMFORD,CT,06902,1,2,1%,134,0%,122,Achievement,10,98%,159,1393,97%,1313,Achievement,10,95%,25,186,97%,130,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,9,75%,144,1493,75%,1434,Achievement,8,6%,153,1407,7%,1341,Achievement,8,8,1%,187,1584,2%,1736,Achievement,6,0.690,216,10,10,10,75,No Reduction,09/03/1985,DAVITA,03/27/2013
DIALYSIS CENTER OF NEWINGTON,072505,,,375 WILLARD AVENUE,,NEWINGTON,CT,06111,1,10,0%,40,0%,43,Achievement,10,98%,46,392,89%,415,Achievement,N/A,Insufficient data,6,69,Insufficient data,54,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,6,67%,41,450,65%,481,Achievement,2,18%,44,434,24%,466,Achievement,4,3,4%,65,565,3%,670,Achievement,0,2.466,77,10,8,9,64,No Reduction,10/17/1989,FRESENIUS MEDICAL CARE,10/17/1989
ENFIELD DIALYSIS CENTER,072506,,,113 ELM STREET,,ENFIELD,CT,06082,1,10,0%,38,0%,40,Achievement,7,94%,58,509,95%,553,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,7,3,58%,49,519,55%,557,Achievement,6,9%,54,498,15%,544,Achievement,5,5,3%,58,472,3%,647,Achievement,10,0,82,10,10,10,82,No Reduction,09/28/1990,FRESENIUS MEDICAL CARE,02/01/2006
CENTRAL CT DIALYSIS CENTER,072508,,,377 RESEARCH PARKWAY,,MERIDEN,CT,06450,1,10,0%,29,0%,41,Achievement,8,96%,48,369,95%,528,Achievement,N/A,Insufficient data,4,28,Insufficient data,34,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,7,69%,37,375,67%,536,Achievement,6,9%,38,369,10%,513,Achievement,6,6,2%,56,431,2%,656,Achievement,7,0.551,80,10,9,10,80,No Reduction,01/13/1994,FRESENIUS MEDICAL CARE,01/02/1980
EAST HARTFORD DIALYSIS CENTER,072509,,,200 PITKIN STREET,,EAST HARTFORD,CT,06108,1,10,0%,67,1%,74,Achievement,4,90%,87,714,92%,738,Achievement,4,72%,16,130,54%,125,Improvement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,4,5,64%,73,753,61%,792,Achievement,3,15%,78,715,13%,743,Achievement,4,0,8%,108,835,7%,974,Achievement,6,0.717,133,10,1,10,56,No Reduction,02/04/1994,FRESENIUS MEDICAL CARE,04/30/2015
SHELTON DIALYSIS,072510,,,750 BRIDGEPORT AVENUE,,SHELTON,CT,06484,1,10,0%,74,0%,68,Achievement,10,98%,88,791,98%,808,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,7,70%,76,810,73%,822,Achievement,7,7%,80,765,8%,796,Achievement,7,10,0%,93,778,0%,954,Achievement,4,1.159,123,10,10,10,86,No Reduction,03/31/1995,DAVITA,03/27/2015
GREATER WATERBURY DAVITA DIALYSIS,072511,,,209 HIGHLAND AVENUE,,WATERBURY,CT,06708,1,10,0%,108,0%,115,Achievement,8,96%,124,1035,97%,1128,Achievement,10,99%,42,346,96%,341,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,9,10,77%,103,1087,73%,1177,Achievement,7,7%,114,1053,9%,1121,Achievement,8,10,0%,179,1488,1%,1877,Achievement,0,2.683,200,10,10,10,79,No Reduction,12/01/1995,DAVITA,10/02/2006
MILFORD DIALYSIS,072514,,,470 BRIDGEPORT AVENUE,,MILFORD,CT,06460,1,3,2%,65,3%,64,Improvement,10,98%,79,688,98%,756,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,8,72%,69,707,71%,804,Achievement,10,2%,77,684,3%,754,Achievement,9,10,0%,85,720,0%,881,Achievement,3,1.217,115,10,10,10,76,No Reduction,03/17/1999,DAVITA,01/01/2012
HARTFORD DIALYSIS,072516,,,675 TOWER AVENUE,,HARTFORD,CT,06112,1,10,0%,112,0%,115,Achievement,10,99%,124,1139,99%,1166,Achievement,10,97%,24,196,97%,210,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,4,59%,111,1175,64%,1192,Achievement,6,9%,121,1136,6%,1137,Achievement,5,8,1%,161,1364,1%,1726,Achievement,1,1.655,170,10,10,10,75,No Reduction,10/18/1999,DAVITA,05/20/2010
BRANFORD DIALYSIS,072517,,,249 WEST MAIN STREET,,BRANFORD,CT,06405,1,10,0%,49,2%,50,Achievement,10,98%,60,564,99%,554,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,10,80%,54,591,79%,560,Achievement,8,5%,52,555,2%,517,Achievement,9,10,0%,61,547,0%,628,Achievement,2,1.560,95,10,10,10,86,No Reduction,12/03/1999,DAVITA,10/02/2006
"PHYSICIANS DIALYSIS INC., - ROCKY HILL",072518,,,30 WATERCHASE DRIVE,,ROCKY HILL,CT,06067,1,10,0%,50,0%,52,Achievement,10,98%,58,479,96%,514,Achievement,N/A,Insufficient data,10,80,Insufficient data,70,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,9,74%,59,605,73%,634,Achievement,8,6%,65,577,5%,585,Achievement,8,8,1%,77,630,1%,786,Achievement,0,2.148,109,10,8,8,75,No Reduction,12/15/1999,DAVITA,09/01/2001
UCONN DIALYSIS CENTER,072519,,,230 FARMINGTON AVENUE,,FARMINGTON,CT,06032,1,10,0%,57,0%,51,Achievement,4,91%,68,549,93%,572,Achievement,0,66%,13,88,68%,107,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,3,5,62%,58,600,66%,612,Achievement,3,15%,63,571,12%,583,Achievement,4,8,1%,91,749,1%,868,Achievement,1,1.649,103,10,10,10,62,No Reduction,12/29/1999,"DIALYSIS CLINIC, INC.",10/08/2003
SHORELINE DIALYSIS CENTER,072522,,,34 EAST INDUSTRIAL ROAD,,BRANFORD,CT,06405,1,10,0%,58,0%,61,Achievement,8,95%,76,581,96%,637,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,4,60%,69,661,59%,711,Achievement,1,20%,72,591,24%,679,Improvement,2,10,0%,80,612,0%,762,Achievement,4,1.060,110,10,10,10,74,No Reduction,08/17/2000,FRESENIUS MEDICAL CARE,08/22/2006
"MIDDLESEX DIALYSIS CENTER, LLC.",072524,,,"100 MAIN STREET, SUITE A",,MIDDLETOWN,CT,06457,1,10,0%,63,0%,62,Achievement,10,99%,88,751,98%,763,Achievement,N/A,Insufficient data,9,64,98%,80,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,7,68%,77,784,69%,769,Achievement,9,4%,82,730,4%,738,Achievement,8,8,1%,96,763,0%,996,Achievement,4,1.207,115,10,10,10,85,No Reduction,11/15/2000,DAVITA,01/01/2011
